,bin,time(ms),no color change & not first & no update & correct,no color change & not first & update & correct,
324124114,60,1491,3.1962,3.1835,
324124114,61,1516,3.197,3.1928,
324124114,62,1541,3.2084,3.1783,
324124114,63,1566,3.2113,3.1656,
324124114,64,1592,3.2097,3.1767,
324124114,65,1617,3.2176,3.1719,
324124114,66,1642,3.2058,3.1566,
324124114,67,1667,3.1977,3.179,
324124114,68,1693,3.2009,3.1646,
324124114,69,1718,3.2117,3.1544,
324124114,70,1743,3.2167,3.1609,
324124114,71,1768,3.2197,3.1632,
324124114,72,1794,3.2216,3.1808,
324124114,73,1819,3.218,3.1868,
324124114,74,1844,3.2412,3.1944,
324124114,75,1869,3.2289,3.1876,
324124114,76,1895,3.2195,3.1981,
324124114,77,1920,3.2309,3.1895,
324124114,78,1945,3.2229,3.1957,
324124114,79,1971,3.2062,3.2031,
324124114,80,1996,3.2225,3.1804,
324124114,81,2021,3.2099,3.205,
324124114,82,2046,3.2053,3.1928,
324124114,83,2072,3.1982,3.2245,
324124114,84,2097,3.2332,3.2264,
324124114,85,2122,3.2325,3.2209,
324124114,86,2147,3.2288,3.1861,
324124114,87,2173,3.2136,3.1978,
324124114,88,2198,3.2049,3.1924,
324124114,89,2223,3.2222,3.2044,
324124114,90,2248,3.2159,3.2108,
324124114,91,2274,3.2263,3.2012,
324124114,92,2299,3.218,3.2121,
324124114,93,2324,3.2266,3.2184,
324124114,94,2349,3.2124,
324124114,95,2375,3.2127,
324124114,96,2400,3.2088,
