block,border_color,dominant,figure,is_color_change,is_figure_change,is_first,is_update,trial_id,is_correct
b_0,red,blue,X,no_color_change,figure_change,not_first,no_update,35,correct
b_0,blue,blue,Y,color_change,figure_change,not_first,update,36,correct
b_0,blue,blue,Y,no_color_change,no_figure_change,not_first,update,37,correct
b_0,red,blue,Y,color_change,no_figure_change,not_first,no_update,38,correct
b_0,blue,blue,Y,color_change,no_figure_change,not_first,update,39,correct
b_0,red,blue,X,color_change,figure_change,not_first,no_update,40,correct
b_0,blue,blue,Y,color_change,figure_change,not_first,update,41,correct
b_0,red,blue,X,color_change,figure_change,not_first,no_update,42,correct
b_0,blue,blue,X,color_change,no_figure_change,not_first,update,43,correct
b_0,blue,blue,X,no_color_change,no_figure_change,not_first,update,44,correct
b_0,red,blue,Y,color_change,figure_change,not_first,no_update,45,correct
b_0,blue,blue,Y,color_change,no_figure_change,not_first,update,46,correct
b_0,red,blue,Y,color_change,no_figure_change,not_first,no_update,47,correct
b_0,blue,blue,X,color_change,figure_change,not_first,update,48,correct
b_0,blue,blue,X,no_color_change,no_figure_change,not_first,update,49,correct
b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,50,correct
b_0,blue,blue,Y,no_color_change,no_figure_change,not_first,update,51,correct
b_0,red,blue,Y,color_change,no_figure_change,not_first,no_update,52,correct
b_0,red,blue,Y,no_color_change,no_figure_change,not_first,no_update,53,correct
b_0,red,blue,X,no_color_change,figure_change,not_first,no_update,54,correct
b_0,blue,blue,X,color_change,no_figure_change,not_first,update,55,correct
b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,56,correct
b_0,red,blue,X,color_change,figure_change,not_first,no_update,57,correct
b_0,blue,blue,X,color_change,no_figure_change,not_first,update,58,correct
b_0,blue,blue,X,no_color_change,no_figure_change,not_first,update,59,correct
b_0,blue,blue,Y,no_color_change,figure_change,not_first,update,60,correct
b_1,blue,blue,X,no_color_change,no_figure_change,first,update,0,correct
b_1,blue,blue,X,no_color_change,no_figure_change,not_first,update,1,correct
b_1,blue,blue,Y,no_color_change,figure_change,not_first,update,2,correct
b_1,blue,blue,X,no_color_change,figure_change,not_first,update,3,correct
b_1,red,blue,X,color_change,no_figure_change,not_first,no_update,4,correct
b_1,blue,blue,X,color_change,no_figure_change,not_first,update,5,correct
b_1,red,blue,X,color_change,no_figure_change,not_first,no_update,6,correct
b_1,blue,blue,X,color_change,no_figure_change,not_first,update,7,correct
b_1,blue,blue,Y,no_color_change,figure_change,not_first,update,8,correct
b_1,blue,blue,Y,no_color_change,no_figure_change,not_first,update,9,correct
b_2,blue,blue,Y,no_color_change,no_figure_change,first,update,0,correct
b_2,red,blue,Y,color_change,no_figure_change,not_first,no_update,1,correct
b_2,blue,blue,X,color_change,figure_change,not_first,update,2,correct
b_2,red,blue,Y,color_change,figure_change,not_first,no_update,3,correct
b_3,blue,blue,Y,no_color_change,no_figure_change,first,update,0,correct
b_3,blue,blue,Y,no_color_change,no_figure_change,not_first,update,1,correct
b_3,blue,blue,Y,no_color_change,no_figure_change,not_first,update,2,correct
b_3,blue,blue,Y,no_color_change,no_figure_change,not_first,update,3,correct
b_3,red,blue,Y,color_change,no_figure_change,not_first,no_update,4,correct
