Event,RecordingTimestamp
!E TRIAL_EVENT_VAR stimulus_off,159633
TRIAL_END,159638
TRIALID,159642
!E TRIAL_EVENT_VAR fixation,159644
!E TRIAL_EVENT_VAR stimulus_on,160652
!E TRIAL_EVENT_VAR stimulus_off,164146
TRIAL_END,164151
TRIALID,164155
!E TRIAL_EVENT_VAR fixation,164156
!E TRIAL_EVENT_VAR stimulus_on,165162
!E TRIAL_EVENT_VAR stimulus_off,168659
TRIAL_END,168664
TRIALID,168668
!E TRIAL_EVENT_VAR fixation,168670
!E TRIAL_EVENT_VAR stimulus_on,169676
!E TRIAL_EVENT_VAR stimulus_off,173172
TRIAL_END,173177
TRIALID,173181
!E TRIAL_EVENT_VAR fixation,173183
!E TRIAL_EVENT_VAR stimulus_on,174189
!E TRIAL_EVENT_VAR stimulus_off,177685
TRIAL_END,177690
TRIALID,177694
!E TRIAL_EVENT_VAR fixation,177696
!E TRIAL_EVENT_VAR stimulus_on,178701
!E TRIAL_EVENT_VAR stimulus_off,182198
TRIAL_END,182203
TRIALID,182207
!E TRIAL_EVENT_VAR fixation,182209
!E TRIAL_EVENT_VAR stimulus_on,183215
!E TRIAL_EVENT_VAR stimulus_off,186711
TRIAL_END,186716
TRIALID,186720
!E TRIAL_EVENT_VAR fixation,186722
!E TRIAL_EVENT_VAR stimulus_on,187729
!E TRIAL_EVENT_VAR stimulus_off,191224
TRIAL_END,191229
TRIALID,191234
!E TRIAL_EVENT_VAR fixation,191235
!E TRIAL_EVENT_VAR stimulus_on,192240
!E TRIAL_EVENT_VAR stimulus_off,195737
TRIAL_END,195742
TRIALID,195746
!E TRIAL_EVENT_VAR fixation,195748
!E TRIAL_EVENT_VAR stimulus_on,196754
!E TRIAL_EVENT_VAR stimulus_off,200249
TRIAL_END,200254
TRIALID,200258
!E TRIAL_EVENT_VAR fixation,200260
!E TRIAL_EVENT_VAR stimulus_on,201266
!E TRIAL_EVENT_VAR stimulus_off,204762
TRIAL_END,204767
TRIALID,204771
!E TRIAL_EVENT_VAR fixation,204773
!E TRIAL_EVENT_VAR stimulus_on,205779
!E TRIAL_EVENT_VAR stimulus_off,209276
TRIAL_END,209281
TRIALID,209285
!E TRIAL_EVENT_VAR fixation,209287
!E TRIAL_EVENT_VAR stimulus_on,210292
!E TRIAL_EVENT_VAR stimulus_off,213788
TRIAL_END,213793
TRIALID,213797
!E TRIAL_EVENT_VAR fixation,213799
!E TRIAL_EVENT_VAR stimulus_on,214806
!E TRIAL_EVENT_VAR stimulus_off,218301
TRIAL_END,218306
